iter	Logloss
151	0.4912041822
152	0.4909159102
153	0.4904175825
154	0.4901580481
155	0.4898205659
156	0.4894709054
157	0.4890702215
158	0.4888329537
159	0.4884373946
160	0.4880884331
161	0.487647711
162	0.487157317
163	0.4867565787
164	0.4863427544
165	0.4860264926
166	0.485691261
167	0.4853810199
168	0.4845706421
169	0.4842557523
170	0.4836596682
171	0.4833143525
172	0.4829651627
173	0.482562465
174	0.481966716
175	0.481722872
176	0.4813288833
177	0.4808365643
178	0.4804752753
179	0.4799605992
180	0.4793333507
181	0.4790828319
182	0.4786631875
183	0.4780150321
184	0.4777396891
185	0.4774249532
186	0.4771490875
187	0.4768363741
188	0.4761175347
189	0.4757206016
190	0.4752293974
191	0.4748433376
192	0.4745614583
193	0.4742215831
194	0.4740102977
195	0.4737564076
196	0.473367835
197	0.4733661457
198	0.4729472808
199	0.472648055
200	0.4723516878
201	0.4717656605
202	0.4714123575
203	0.471040441
204	0.4706062866
205	0.4702589608
206	0.4698999392
207	0.469516682
208	0.469334012
209	0.4688748712
210	0.4685689331
211	0.4681515061
212	0.4677456922
213	0.4675547272
214	0.4672167426
215	0.4669947485
216	0.4666086309
217	0.4662811254
218	0.4659823253
219	0.4656325718
220	0.4651996566
221	0.4649869871
222	0.4647456313
223	0.4643857598
224	0.4641410799
225	0.4638354495
226	0.4635470528
227	0.463129931
228	0.4628400999
229	0.4625164137
230	0.4623322409
231	0.4621527598
232	0.4618060559
233	0.4614718564
234	0.4611845576
235	0.4608331495
236	0.4605078378
237	0.4605062145
238	0.4600975118
239	0.4597593431
240	0.459335808
241	0.4592402333
242	0.4588224658
243	0.4585225364
244	0.4583794019
245	0.4581567889
246	0.4578612077
247	0.457491497
248	0.4571567001
249	0.4568531708
250	0.456582489
251	0.4563390365
252	0.455835244
253	0.455601009
254	0.4553795591
255	0.454937628
256	0.4547363343
257	0.4544335181
258	0.454275755
259	0.4539360652
260	0.4537007411
261	0.4536032449
262	0.4532676393
263	0.4530535168
264	0.4528204714
265	0.4525548374
266	0.4521735154
267	0.4517485024
268	0.4513852357
269	0.4511172858
270	0.4509159526
271	0.4505336511
272	0.4503046856
273	0.449923392
274	0.4495892434
275	0.4495889308
276	0.44915338
277	0.4490040045
278	0.4487743608
279	0.4485462459
280	0.4484134584
281	0.4482967733
282	0.4480189724
283	0.4476153145
284	0.4475564611
285	0.4471511317
286	0.4468421991
287	0.4465084439
288	0.4463539733
289	0.4462277544
290	0.446095987
291	0.4460616747
292	0.4457868392
293	0.4456531715
294	0.4452909205
295	0.4450694112
296	0.4447326975
297	0.444466859
298	0.4440897405
299	0.4439612384
300	0.443960296
301	0.4436540508
302	0.4434515597
303	0.4431920311
304	0.4428996938
305	0.442616899
306	0.4423274476
307	0.4419159644
308	0.4416201184
309	0.4416192767
310	0.4414560854
311	0.441235607
312	0.4411015802
313	0.4410604998
314	0.4407079997
315	0.4403832129
316	0.4403826067
317	0.4401125717
318	0.4398776082
319	0.4396916493
320	0.4394899286
321	0.4393163401
322	0.4391104658
323	0.4386328
324	0.4383524488
325	0.4382691704
326	0.4378336989
327	0.4374212585
328	0.4374212557
329	0.4371662245
330	0.4368217801
331	0.4365860154
332	0.4363869659
333	0.4361593986
334	0.4359372229
335	0.4356912176
336	0.4353753473
337	0.4352247056
338	0.435194234
339	0.4347697917
340	0.4344301292
341	0.4341343784
342	0.4339139027
343	0.4337078347
344	0.4337071331
345	0.4334853514
346	0.433259533
347	0.4329812755
348	0.4327126192
349	0.4323388894
350	0.432147955
351	0.4318954859
352	0.4316987733
353	0.4314154295
354	0.4311656737
355	0.4309361062
356	0.4307594288
357	0.4305162058
358	0.4305161672
359	0.4301245291
360	0.4298990992
361	0.4296448362
362	0.4293923528
363	0.4292816956
364	0.4290521568
365	0.4288523242
366	0.4286098104
367	0.4284182303
368	0.4282408511
369	0.4281282305
370	0.4279374925
371	0.4277725729
372	0.4274523301
373	0.4271476068
374	0.4270396175
375	0.4268321622
376	0.4266904692
377	0.4265341722
378	0.4263775592
379	0.4261613952
380	0.4261016363
381	0.4257798949
382	0.4255159074
383	0.4252707387
384	0.4251282352
385	0.4249229696
386	0.4247248117
387	0.4245491671
388	0.424336501
389	0.4241466421
390	0.4240595854
391	0.4240592187
392	0.4237907053
393	0.4236647469
394	0.4234601263
395	0.4231996022
396	0.423008477
397	0.422811201
398	0.4224952856
399	0.4224468466
400	0.4221986503
401	0.4221986368
402	0.4219796609
403	0.4216117831
404	0.4214605248
405	0.4213029174
406	0.4211430143
407	0.4208649446
408	0.4206667677
409	0.4204445124
410	0.4202347663
411	0.4200138286
412	0.4196664985
413	0.4196128622
414	0.4193435675
415	0.4192268898
416	0.4190373961
417	0.4188272152
418	0.4186277025
419	0.4184231278
420	0.4181863077
421	0.4179142736
422	0.4177436308
423	0.4176936961
424	0.4174800012
425	0.4173240308
426	0.4171888245
427	0.4168594915
428	0.4166904894
429	0.4164379389
430	0.4161834318
431	0.4160587398
432	0.4159359311
433	0.4156359012
434	0.4154849361
435	0.4152064499
436	0.4152063099
437	0.4152062877
438	0.4150730448
439	0.4148102531
440	0.4146015828
441	0.4144989159
442	0.4144696791
443	0.4142120091
444	0.4142117075
445	0.4141106433
446	0.4139534932
447	0.4137691244
448	0.4134998799
449	0.4133508877
450	0.4131239646
451	0.4129749904
452	0.4129526362
453	0.4127168652
454	0.4124845941
455	0.4124350407
456	0.4121977904
457	0.412051737
458	0.4118232442
459	0.4115855814
460	0.4114703405
461	0.4113833666
462	0.4111848033
463	0.4110864417
464	0.4108686236
465	0.4106305864
466	0.4104472665
467	0.4104185745
468	0.4102585644
469	0.4100592626
470	0.4099374759
471	0.4097287226
472	0.4095089073
473	0.409395273
474	0.4090472587
475	0.4089239188
476	0.4085575199
477	0.4083525198
478	0.4081188335
479	0.4079654696
480	0.4076964735
481	0.4075246339
482	0.4072203313
483	0.4070445517
484	0.4069460226
485	0.4068077172
486	0.4065030723
487	0.4063439961
488	0.4061688541
489	0.4058471219
490	0.4057031082
491	0.4054413079
492	0.4052110615
493	0.4049011431
494	0.4045597886
495	0.4043931678
496	0.4043105829
497	0.4041276542
498	0.40381763
499	0.4036349174
500	0.4034009162
501	0.4034009107
502	0.4033366769
503	0.4030559846
504	0.4028752389
505	0.4026471497
506	0.402503399
507	0.4024074392
508	0.4022311602
509	0.4020794332
510	0.4017841057
511	0.4016479972
512	0.401495827
513	0.401346037
514	0.4012138866
515	0.4011113073
516	0.4009204915
517	0.4009204744
518	0.4008126765
519	0.4007487936
520	0.4004685755
521	0.4003104995
522	0.4001392684
523	0.4000164601
524	0.3999191172
525	0.3998277034
526	0.3996332074
527	0.3993966372
528	0.3992618263
529	0.3990833205
530	0.3989885404
531	0.3988951235
532	0.3987435118
533	0.3984926759
534	0.3981641552
535	0.3979211311
536	0.3977809299
537	0.3974345709
538	0.3971560257
539	0.3968865855
540	0.3965735196
541	0.3964004656
542	0.3961648143
543	0.3960957297
544	0.3959721464
545	0.3957845282
546	0.3956032043
547	0.395288114
548	0.3951195396
549	0.3949780582
550	0.3947915337
551	0.3947157671
552	0.3945197143
553	0.3941528286
554	0.3940536552
555	0.3938497008
556	0.3938040034
557	0.3936675144
558	0.3934543435
559	0.3933036915
560	0.3929093891
561	0.3928122358
562	0.392648051
563	0.3924353375
564	0.392316593
565	0.3920953492
566	0.3919045311
567	0.3917481399
568	0.3914490679
569	0.3912564584
570	0.3911768075
571	0.3909639988
572	0.3908265521
573	0.3905550949
574	0.3905550731
575	0.3903474515
576	0.3901212999
577	0.3899564391
578	0.3897956631
579	0.3896083617
580	0.3893887624
581	0.3891495613
582	0.3889963508
583	0.3888597437
584	0.3887925561
585	0.3886458537
586	0.3884775639
587	0.3884775595
588	0.3882561871
589	0.3882561219
590	0.3880369011
591	0.387765627
592	0.3876630948
593	0.387485287
594	0.3872677977
595	0.3871267297
596	0.3869790783
597	0.3867493278
598	0.3866374044
599	0.3864612194
600	0.3863493089
601	0.386171525
602	0.3860320415
603	0.3858337597
604	0.3858336947
605	0.3857649502
606	0.3856232972
607	0.385506708
608	0.3853844723
609	0.3852594507
610	0.3851527063
611	0.3849115166
612	0.3848245826
613	0.3846530328
614	0.3844220621
615	0.3843160598
616	0.3841679426
617	0.3839439275
618	0.3837809267
619	0.3836768436
620	0.3836662442
621	0.3834251782
622	0.3831494698
623	0.3830276895
624	0.383027629
625	0.3828400701
626	0.3828186531
627	0.3826703166
628	0.3825925742
629	0.3825373701
630	0.3823746813
631	0.3822388223
632	0.3820808791
633	0.3819068259
634	0.3816757954
635	0.381553744
636	0.3813157804
637	0.3811926976
638	0.3809191707
639	0.3807355975
640	0.3806289134
641	0.3805170549
642	0.3802446246
643	0.3801484662
644	0.379870652
645	0.3797876009
646	0.3795297593
647	0.379330537
648	0.3792406897
649	0.3790431178
650	0.3787813501
651	0.3786044549
652	0.3783609587
653	0.3780890464
654	0.3779586409
655	0.3778708899
656	0.3776122781
657	0.3774185104
658	0.3771406752
659	0.3769827143
660	0.3768227202
661	0.3767979807
662	0.3766974105
663	0.3766699041
664	0.3766251495
665	0.376484254
666	0.376366254
667	0.3761307217
668	0.3760624919
669	0.3759736871
670	0.3758226621
671	0.3755915015
672	0.375484231
673	0.3754842248
674	0.3752367013
675	0.3750828914
676	0.3750269163
677	0.3748756262
678	0.374770158
679	0.3745956823
680	0.3744764779
681	0.3743227767
682	0.3741849705
683	0.3738889567
684	0.3736187455
685	0.3735672561
686	0.3733804665
687	0.3732668418
688	0.3731391592
689	0.3730323041
690	0.372806699
691	0.3726383787
692	0.3724562621
693	0.3723383029
694	0.3721825975
695	0.3720744569
696	0.3720542327
697	0.3719512966
698	0.3717781096
699	0.3716087984
700	0.3715442605
701	0.371356031
702	0.371212194
703	0.3709078888
704	0.3708339262
705	0.3705975614
706	0.3704700924
707	0.3702958167
708	0.3702228165
709	0.3701607885
710	0.3699233566
711	0.3697318735
712	0.3696129449
713	0.369492066
714	0.3694169288
715	0.3692248257
716	0.369094445
717	0.36895479
718	0.3688272434
719	0.3687007634
720	0.3686063321
721	0.3684227125
722	0.3684226894
723	0.3681768654
724	0.3680407423
725	0.3679310676
726	0.3678328141
727	0.3676211862
728	0.3675841058
729	0.3675664631
730	0.367364519
731	0.3671437984
732	0.3670420759
733	0.3669277131
734	0.3667375399
735	0.3666310654
736	0.3665435466
737	0.3662897787
738	0.3660491659
739	0.3659061048
740	0.3657088824
741	0.3654584847
742	0.3652548394
743	0.3650765448
744	0.365058128
745	0.3648305429
746	0.3646401869
747	0.3643788943
748	0.3643204105
749	0.3641659309
750	0.3640017914
751	0.3638748762
752	0.3637383538
753	0.3636306549
754	0.363517312
755	0.3633254116
756	0.3631126829
757	0.363009573
758	0.3628504061
759	0.3626607444
760	0.3625198511
761	0.3622511676
762	0.3620788755
763	0.3619699327
764	0.3618680653
765	0.3617915774
766	0.3616914357
767	0.3615034745
768	0.3613278426
769	0.3612212105
770	0.3610913382
771	0.3610215324
772	0.3607222646
773	0.3604897029
774	0.3602793925
775	0.3600419726
776	0.3598260109
777	0.3598259752
778	0.3596803917
779	0.3595272918
780	0.3594198645
781	0.3593010617
782	0.3591746566
783	0.3589594661
784	0.3588511405
785	0.3587091567
786	0.3587091392
787	0.3585380726
788	0.3584183827
789	0.3582739397
790	0.3581030948
791	0.3579281376
792	0.3578238039
793	0.3577463166
794	0.3576396441
795	0.3574990564
796	0.3573402474
797	0.3572636943
798	0.3571562316
799	0.3570910056
800	0.3570375231
801	0.356902053
802	0.3567935597
803	0.3566482705
804	0.3564367953
805	0.3563331684
806	0.3562665768
807	0.356252566
808	0.3561338075
809	0.3559450281
810	0.35567006
811	0.3556040401
812	0.3553128679
813	0.3552414728
814	0.3551376163
815	0.355038409
816	0.3548622422
817	0.3547249515
818	0.3546504815
819	0.354503091
820	0.3544520104
821	0.3543320284
822	0.3542170172
823	0.3540549776
824	0.3539290402
825	0.3537538439
826	0.3536199481
827	0.3534732195
828	0.3533067515
829	0.3532032764
830	0.3530203975
831	0.3528459755
832	0.3527674185
833	0.3525799551
834	0.3524810141
835	0.3522918776
836	0.35221166
837	0.3519121828
838	0.3517462538
839	0.351580489
840	0.3513974829
841	0.3512218015
842	0.3511202761
843	0.3509254169
844	0.3507868513
845	0.350731561
846	0.350613065
847	0.3505339671
848	0.3504933998
849	0.3503642485
850	0.3502149468
851	0.3500667145
852	0.3500234332
853	0.349831722
854	0.3496408211
855	0.3493754928
856	0.34927554
857	0.3491919368
858	0.3490598129
859	0.3489623441
860	0.3488693322
861	0.3487627334
862	0.3486989535
863	0.3485295792
864	0.348435225
865	0.3483630231
866	0.3482204688
867	0.3481321727
868	0.3478960723
869	0.3477428796
870	0.3475434937
871	0.3474456116
872	0.3473287786
873	0.3472445634
874	0.3471257267
875	0.3470328442
876	0.3469622813
877	0.3468215642
878	0.3466483665
879	0.346504586
880	0.3463681899
881	0.3462970575
882	0.3461845061
883	0.3460723893
884	0.345800092
885	0.3456362782
886	0.345529922
887	0.3454217201
888	0.3453059958
889	0.3451783159
890	0.3450616943
891	0.3449213458
892	0.3448281719
893	0.3447636112
894	0.3446428684
895	0.3444848858
896	0.3444198178
897	0.3442497402
898	0.3440426811
899	0.3439465874
900	0.3438062385
901	0.3436462187
902	0.3435061272
903	0.3434008142
904	0.3433398716
905	0.3431831871
906	0.3430472457
907	0.3428715305
908	0.3427944344
909	0.3426613024
910	0.3425251322
911	0.3423902662
912	0.342149462
913	0.3420154299
914	0.3418552074
915	0.3417073209
916	0.3415905521
917	0.3414707746
918	0.3414187554
919	0.3413185558
920	0.3411457673
921	0.3411081658
922	0.3409176355
923	0.3406989474
924	0.340504513
925	0.34025716
926	0.3401853028
927	0.3400740033
928	0.3399843288
929	0.3398255189
930	0.3396522452
931	0.3394383083
932	0.3393223658
933	0.3392607648
934	0.3391471539
935	0.3388878018
936	0.3388045422
937	0.3387147986
938	0.338541755
939	0.3384774855
940	0.3383699811
941	0.3381677112
942	0.3379099175
943	0.3377734098
944	0.3376247297
945	0.3374782936
946	0.3372970021
947	0.3370667764
948	0.3370097888
949	0.3368844361
950	0.3367189519
951	0.3365569541
952	0.3364937943
953	0.3362964278
954	0.33614647
955	0.3360962036
956	0.3359863095
957	0.3358679824
958	0.3357097337
959	0.3356334071
960	0.3356093014
961	0.3355275684
962	0.3355012475
963	0.3354096563
964	0.3353350131
965	0.335247225
966	0.335109245
967	0.3348903982
968	0.3347883743
969	0.3346621965
970	0.334563241
971	0.3343726813
972	0.3342494909
973	0.3340929242
974	0.3339673116
975	0.3338341544
976	0.3337662288
977	0.3336808477
978	0.3335412126
979	0.3334658752
980	0.3333008166
981	0.3330774958
982	0.3330099878
983	0.3328277341
984	0.3327546083
985	0.3326701773
986	0.3326191701
987	0.3325170758
988	0.3323134916
989	0.3322685312
990	0.3321315958
991	0.3320292413
992	0.331948602
993	0.3318832501
994	0.3318317847
995	0.3317193504
996	0.3315528888
997	0.3313116115
998	0.3311116884
999	0.3310346448
